,Eg,FWHM,Eff_tot,FE,SE,DE,c511
351,3570.0,0.78656,0.97255,137470.0,31484.0,5117.0,22444.0
352,3580.0,0.78618,0.97397,137130.0,31732.0,5114.0,22726.0
353,3590.0,0.78581,0.972,137580.0,31506.0,5147.5,22702.0
354,3600.0,0.78543,0.97556,137070.0,32092.0,5291.5,22884.0
355,3610.0,0.78506,0.97621,136960.0,32311.0,5183.0,23285.0
356,3620.0,0.78468,0.9736,137210.0,32220.0,5178.0,23060.0
357,3630.0,0.78431,0.9759,137890.0,32519.0,5276.0,23296.0
358,3640.0,0.78395,0.97488,138140.0,32563.0,5186.5,23059.0
359,3650.0,0.78358,0.97366,137860.0,33169.0,5350.0,23634.0
360,3660.0,0.78322,0.97471,137190.0,33027.0,5313.0,23474.0
361,3670.0,0.78285,0.97692,138570.0,33802.0,5317.0,23940.0
362,3680.0,0.78249,0.97552,137900.0,33118.0,5294.5,23796.0
363,3690.0,0.78213,0.97648,137640.0,33392.0,5381.0,23865.0
364,3700.0,0.78178,0.97864,137710.0,33852.0,5345.0,24346.0
365,3710.0,0.78142,0.97758,137670.0,34322.0,5291.5,24240.0
366,3720.0,0.78107,0.97557,137190.0,33604.0,5406.5,24624.0
367,3730.0,0.78072,0.97785,138430.0,34254.0,5463.5,24474.0
368,3740.0,0.78037,0.97717,137390.0,34503.0,5512.5,25035.0
369,3750.0,0.78002,0.97805,137820.0,34629.0,5364.5,24820.0
370,3760.0,0.77967,0.9784,137180.0,34700.0,5496.5,25014.0
371,3770.0,0.77933,0.97914,137930.0,34961.0,5669.0,25206.0
372,3780.0,0.77899,0.9803,138040.0,35082.0,5527.0,25181.0
373,3790.0,0.77864,0.97952,137800.0,35250.0,5516.5,25116.0
374,3800.0,0.77831,0.98177,137520.0,35882.0,5662.0,25761.0
375,3810.0,0.77797,0.9797,137940.0,35314.0,5693.0,25491.0
376,3820.0,0.77763,0.98076,137510.0,35697.0,5590.5,26015.0
377,3830.0,0.7773,0.98214,138260.0,35826.0,5773.0,26114.0
378,3840.0,0.77697,0.98224,138020.0,36220.0,5613.0,26082.0
379,3850.0,0.77663,0.98032,138430.0,36179.0,5791.0,26100.0
380,3860.0,0.7763,0.98301,137480.0,36713.0,5695.5,26579.0
381,3870.0,0.77598,0.98353,137810.0,36674.0,5741.0,26399.0
382,3880.0,0.77565,0.98326,137340.0,36616.0,5765.5,26600.0
383,3890.0,0.77533,0.98384,137840.0,37148.0,5785.5,27037.0
384,3900.0,0.775,0.98264,137700.0,37152.0,5777.5,26983.0
385,3910.0,0.77468,0.98527,137880.0,37442.0,5866.0,27022.0
386,3920.0,0.77436,0.98269,137910.0,37538.0,5894.5,27054.0
387,3930.0,0.77404,0.98427,137730.0,37582.0,6003.5,27430.0
388,3940.0,0.77373,0.9845,137560.0,37948.0,5937.0,27565.0
389,3950.0,0.77341,0.9841,138100.0,37590.0,5828.0,27240.0
390,3960.0,0.7731,0.98551,138180.0,37764.0,5846.0,27519.0
391,3970.0,0.77279,0.98512,137750.0,38476.0,5996.5,27859.0
392,3980.0,0.77248,0.98801,137840.0,38284.0,6038.0,27836.0
393,3990.0,0.77217,0.98673,138270.0,38416.0,6086.0,27834.0
394,4000.0,0.77186,0.98755,138220.0,38504.0,6001.0,28205.0
395,4010.0,0.77155,0.98702,138750.0,38731.0,6004.0,28393.0
396,4020.0,0.77125,0.98896,137930.0,39194.0,6080.0,28570.0
397,4030.0,0.77094,0.98776,137630.0,39374.0,6094.5,28768.0
398,4040.0,0.77064,0.98826,138250.0,39442.0,6180.0,28611.0
399,4050.0,0.77034,0.98796,138500.0,39326.0,6216.0,28779.0
400,4060.0,0.77004,0.98778,137580.0,39636.0,6305.5,29346.0
401,4070.0,0.76975,0.98972,137630.0,39732.0,6201.5,29150.0
402,4080.0,0.76945,0.9877,137960.0,40110.0,6322.5,29400.0
403,4090.0,0.76915,0.98932,137650.0,40022.0,6347.5,29679.0
404,4100.0,0.76886,0.98957,138110.0,40218.0,6439.0,29562.0
405,4110.0,0.76857,0.99169,137850.0,40376.0,6356.5,29769.0
406,4120.0,0.76828,0.9901,138030.0,40803.0,6340.0,29579.0
407,4130.0,0.76799,0.99225,137810.0,40875.0,6373.0,29658.0
408,4140.0,0.7677,0.99248,137620.0,41122.0,6467.0,30113.0
409,4150.0,0.76741,0.99122,138530.0,41094.0,6337.0,30324.0
410,4160.0,0.76713,0.9916,137930.0,41420.0,6554.0,30588.0
411,4170.0,0.76684,0.99129,137910.0,41440.0,6529.0,30581.0
412,4180.0,0.76656,0.99435,137850.0,41488.0,6396.5,30882.0
413,4190.0,0.76628,0.99329,137340.0,41800.0,6489.0,31025.0
414,4200.0,0.766,0.99352,137580.0,41830.0,6428.0,31162.0
415,4210.0,0.76572,0.99218,138340.0,42127.0,6580.5,31152.0
416,4220.0,0.76544,0.99294,137820.0,42107.0,6604.5,31048.0
417,4230.0,0.76517,0.99417,137800.0,42408.0,6684.0,31664.0
418,4240.0,0.76489,0.99366,138310.0,42534.0,6396.0,31477.0
419,4250.0,0.76462,0.99432,138320.0,42641.0,6482.0,31376.0
420,4260.0,0.76434,0.99599,138140.0,42964.0,6661.5,31795.0
421,4270.0,0.76407,0.9958,137710.0,43040.0,6701.0,32067.0
422,4280.0,0.7638,0.99422,138080.0,43120.0,6811.0,31760.0
423,4290.0,0.76353,0.99696,138150.0,43190.0,6800.5,32108.0
424,4300.0,0.76326,0.99738,137940.0,43986.0,6724.5,32057.0
425,4310.0,0.763,0.99867,138180.0,43986.0,6691.5,32365.0
426,4320.0,0.76273,0.99936,138470.0,43734.0,6842.5,32559.0
427,4330.0,0.76247,0.99847,138220.0,43966.0,6941.5,32951.0
428,4340.0,0.7622,0.99825,138620.0,43922.0,7025.5,32910.0
429,4350.0,0.76194,0.99774,137740.0,44396.0,6988.0,32918.0
430,4360.0,0.76168,0.9982,137650.0,44468.0,6797.5,33528.0
431,4370.0,0.76142,0.99965,137690.0,44441.0,7044.5,33354.0
432,4380.0,0.76116,1.0003,137720.0,44774.0,6774.0,33295.0
433,4390.0,0.7609,0.99882,138180.0,44952.0,6851.0,33603.0
434,4400.0,0.76065,0.99955,137700.0,45180.0,6993.0,33772.0
435,4410.0,0.76039,1.0,138210.0,45303.0,6914.0,33734.0
436,4420.0,0.76014,1.0008,138500.0,45488.0,6925.5,33611.0
437,4430.0,0.75988,0.99886,138360.0,45811.0,7080.0,34075.0
438,4440.0,0.75963,1.0002,137780.0,45694.0,7094.5,34500.0
439,4450.0,0.75938,1.0016,138780.0,45944.0,7017.0,34458.0
440,4460.0,0.75913,1.0017,137980.0,46048.0,7093.5,34336.0
441,4470.0,0.75888,1.0021,138150.0,45868.0,6953.5,34800.0
442,4480.0,0.75863,1.0017,137910.0,46494.0,7153.5,34752.0
443,4490.0,0.75839,1.0049,138000.0,46609.0,7104.5,35028.0
444,4500.0,0.75814,1.002,137960.0,47178.0,7135.0,35092.0
445,4510.0,0.7579,1.0036,137630.0,47044.0,7159.0,35740.0
446,4520.0,0.75765,1.0043,138230.0,46694.0,7141.5,35550.0
447,4530.0,0.75741,1.0035,138350.0,47342.0,7177.5,35449.0
448,4540.0,0.75717,1.0041,138080.0,47257.0,7123.0,35926.0
449,4550.0,0.75693,1.0052,138200.0,47422.0,7114.0,35738.0
450,4560.0,0.75669,1.0055,137840.0,47527.0,7308.0,35769.0
451,4570.0,0.75645,1.0067,138520.0,47870.0,7363.5,36349.0
452,4580.0,0.75621,1.0056,138150.0,47922.0,7297.5,36356.0
453,4590.0,0.75598,1.0062,137800.0,47940.0,7350.0,36466.0
454,4600.0,0.75574,1.0087,137730.0,48680.0,7326.5,36784.0
455,4610.0,0.75551,1.0099,138510.0,48077.0,7401.5,36546.0
456,4620.0,0.75527,1.0065,138270.0,48299.0,7473.5,36630.0
457,4630.0,0.75504,1.0076,138260.0,48541.0,7368.5,37030.0
458,4640.0,0.75481,1.0096,138740.0,48779.0,7394.0,36816.0
459,4650.0,0.75458,1.0093,138380.0,49103.0,7489.5,37446.0
460,4660.0,0.75435,1.0094,138960.0,48675.0,7611.5,37179.0
461,4670.0,0.75412,1.0096,138410.0,49340.0,7536.0,37662.0
462,4680.0,0.75389,1.0079,138300.0,49084.0,7512.0,37610.0
463,4690.0,0.75366,1.0116,138060.0,49674.0,7547.5,38028.0
464,4700.0,0.75344,1.0127,137750.0,50116.0,7425.0,37998.0
465,4710.0,0.75321,1.0123,138280.0,49757.0,7494.5,38376.0
466,4720.0,0.75299,1.0099,138300.0,49624.0,7559.5,38286.0
467,4730.0,0.75276,1.0118,138480.0,50070.0,7659.5,38536.0
468,4740.0,0.75254,1.0133,138400.0,50606.0,7620.5,38584.0
469,4750.0,0.75232,1.0117,138540.0,50712.0,7589.5,38712.0
470,4760.0,0.7521,1.0132,138190.0,50484.0,7605.5,38915.0
471,4770.0,0.75188,1.0144,138320.0,50464.0,7613.0,38804.0
472,4780.0,0.75166,1.0145,137810.0,51188.0,7844.5,39310.0
473,4790.0,0.75144,1.0133,138270.0,50972.0,7718.0,39428.0
474,4800.0,0.75122,1.0157,138640.0,51031.0,7876.0,39592.0
475,4810.0,0.75101,1.0141,138170.0,51350.0,7865.0,39605.0
476,4820.0,0.75079,1.015,138190.0,51523.0,7843.5,39833.0
477,4830.0,0.75058,1.0157,138570.0,51485.0,7830.0,40152.0
478,4840.0,0.75036,1.0168,138640.0,51974.0,7726.5,40122.0
479,4850.0,0.75015,1.0167,138250.0,52056.0,7924.5,39858.0
480,4860.0,0.74994,1.0152,137740.0,51777.0,7897.5,39956.0
481,4870.0,0.74973,1.0201,138140.0,52652.0,7816.5,40378.0
482,4880.0,0.74952,1.0182,137830.0,52350.0,7892.5,40682.0
483,4890.0,0.74931,1.0176,138460.0,52412.0,8039.0,40297.0
484,4900.0,0.7491,1.0161,138620.0,52226.0,7990.0,40766.0
485,4910.0,0.74889,1.0234,138560.0,53308.0,8071.0,41607.0
486,4920.0,0.74868,1.0209,138360.0,52919.0,7851.0,41132.0
487,4930.0,0.74848,1.0218,139140.0,52918.0,8023.5,41252.0
488,4940.0,0.74827,1.0207,138930.0,53080.0,8070.5,41698.0
489,4950.0,0.74807,1.0224,138580.0,53299.0,8158.5,41644.0
490,4960.0,0.74786,1.0194,137920.0,52963.0,8093.5,41558.0
491,4970.0,0.74766,1.0219,138460.0,53805.0,8057.5,41799.0
492,4980.0,0.74746,1.0239,138100.0,54014.0,8274.0,42045.0
493,4990.0,0.74726,1.021,138690.0,54097.0,7982.5,41687.0
494,5000.0,0.74706,1.0208,138600.0,54034.0,8163.5,42222.0
495,5010.0,0.74686,1.0258,138940.0,54269.0,8117.5,42312.0
496,5020.0,0.74666,1.0226,138430.0,54686.0,8041.0,42754.0
497,5030.0,0.74646,1.0234,138550.0,54186.0,8149.5,42551.0
498,5040.0,0.74626,1.0237,138160.0,54996.0,8197.5,42725.0
499,5050.0,0.74606,1.0248,139240.0,54754.0,8238.5,43255.0
500,5060.0,0.74587,1.0242,138410.0,54463.0,8322.0,43132.0
501,5070.0,0.74567,1.0256,139010.0,55267.0,8390.5,43499.0
502,5080.0,0.74548,1.0272,138490.0,55610.0,8264.0,43711.0
503,5090.0,0.74528,1.0262,138350.0,55323.0,8203.0,43386.0
504,5100.0,0.74509,1.0268,138550.0,55506.0,8517.5,43558.0
505,5110.0,0.7449,1.0268,137960.0,55748.0,8411.0,43884.0
506,5120.0,0.7447,1.026,138440.0,55952.0,8205.5,44206.0
507,5130.0,0.74451,1.027,138930.0,55862.0,8293.0,43679.0
508,5140.0,0.74432,1.028,138350.0,55949.0,8537.5,44258.0
509,5150.0,0.74413,1.0272,138480.0,56102.0,8452.5,44091.0
510,5160.0,0.74394,1.0288,138350.0,56650.0,8421.0,43912.0
511,5170.0,0.74376,1.0293,138560.0,56725.0,8563.5,44603.0
512,5180.0,0.74357,1.0312,138770.0,56900.0,8440.0,44778.0
513,5190.0,0.74338,1.0289,138160.0,57002.0,8495.0,44867.0
514,5200.0,0.74319,1.0307,138530.0,56975.0,8516.5,45057.0
515,5210.0,0.74301,1.0296,139010.0,56632.0,8488.5,45324.0
516,5220.0,0.74282,1.0316,138670.0,56482.0,8549.0,45728.0
517,5230.0,0.74264,1.0308,138840.0,57090.0,8461.5,45308.0
518,5240.0,0.74246,1.0311,138950.0,57530.0,8513.5,45872.0
519,5250.0,0.74227,1.0318,138590.0,57352.0,8547.0,45542.0
520,5260.0,0.74209,1.0319,138370.0,57488.0,8636.5,45661.0
521,5270.0,0.74191,1.0324,138030.0,58024.0,8719.5,46352.0
522,5280.0,0.74173,1.032,138330.0,57884.0,8635.0,46050.0
523,5290.0,0.74155,1.0339,138860.0,58517.0,8633.0,46622.0
524,5300.0,0.74137,1.0337,139360.0,57812.0,8728.0,46548.0
525,5310.0,0.74119,1.0349,138680.0,58696.0,8706.5,46748.0
526,5320.0,0.74101,1.0347,138660.0,58378.0,8763.0,47020.0
527,5330.0,0.74083,1.0357,139010.0,58720.0,8842.0,46962.0
528,5340.0,0.74066,1.0351,138160.0,58625.0,8768.5,47140.0
529,5350.0,0.74048,1.0368,138840.0,58772.0,8738.5,47079.0
530,5360.0,0.7403,1.0372,138860.0,58735.0,8842.5,47674.0
531,5370.0,0.74013,1.0377,139300.0,59512.0,8881.5,47564.0
532,5380.0,0.73995,1.0373,138170.0,59449.0,8976.0,47868.0
533,5390.0,0.73978,1.0372,138060.0,59440.0,8859.5,47808.0
534,5400.0,0.73961,1.0362,138910.0,59671.0,8665.0,48051.0
535,5410.0,0.73943,1.0383,138060.0,59718.0,8828.5,47744.0
536,5420.0,0.73926,1.0382,139020.0,59864.0,8992.0,48350.0
537,5430.0,0.73909,1.0373,138210.0,59680.0,9011.5,48764.0
538,5440.0,0.73892,1.0383,138420.0,59634.0,9134.5,48225.0
539,5450.0,0.73875,1.0391,138660.0,60070.0,8903.5,48691.0
540,5460.0,0.73858,1.0402,138670.0,60095.0,9042.5,48806.0
541,5470.0,0.73841,1.0392,138540.0,60419.0,9064.0,48609.0
542,5480.0,0.73824,1.0386,138470.0,60171.0,9029.0,49008.0
543,5490.0,0.73808,1.0408,138160.0,61292.0,8890.0,48898.0
544,5500.0,0.73791,1.0408,138840.0,60521.0,9149.0,49384.0
545,5510.0,0.73774,1.042,138910.0,60616.0,9036.0,49537.0
546,5520.0,0.73758,1.0418,138470.0,60381.0,9106.0,49820.0
547,5530.0,0.73741,1.0428,138610.0,61278.0,9033.0,49385.0
548,5540.0,0.73725,1.0426,139160.0,61438.0,9295.0,49684.0
549,5550.0,0.73708,1.0441,139020.0,61764.0,9054.5,50178.0
550,5560.0,0.73692,1.0434,138390.0,61938.0,9246.5,50106.0
551,5570.0,0.73675,1.0458,138480.0,61838.0,9182.5,50702.0
552,5580.0,0.73659,1.0462,139250.0,61989.0,9192.0,50436.0
553,5590.0,0.73643,1.0446,138730.0,61780.0,9212.0,50820.0
554,5600.0,0.73627,1.0463,138640.0,62608.0,9152.0,51161.0
555,5610.0,0.73611,1.0473,138980.0,62286.0,9089.5,50796.0
556,5620.0,0.73595,1.0456,139240.0,62030.0,9408.0,51459.0
557,5630.0,0.73579,1.0483,139260.0,62626.0,9262.5,51466.0
558,5640.0,0.73563,1.0453,138830.0,62487.0,9406.5,51377.0
559,5650.0,0.73547,1.0472,138790.0,62863.0,9454.0,51699.0
560,5660.0,0.73531,1.0471,138710.0,62661.0,9281.5,51736.0
561,5670.0,0.73515,1.0475,138340.0,63392.0,9346.0,51998.0
562,5680.0,0.73499,1.0492,138930.0,63206.0,9479.0,52236.0
563,5690.0,0.73484,1.0508,138750.0,63374.0,9423.5,52302.0
564,5700.0,0.73468,1.0501,138460.0,63112.0,9470.5,52384.0
565,5710.0,0.73453,1.0495,138890.0,63271.0,9302.0,52195.0
566,5720.0,0.73437,1.0503,138830.0,63502.0,9380.0,52588.0
567,5730.0,0.73422,1.0522,139180.0,64058.0,9443.0,52666.0
568,5740.0,0.73406,1.0485,138940.0,63846.0,9300.0,52990.0
569,5750.0,0.73391,1.0526,138340.0,64337.0,9553.5,53033.0
570,5760.0,0.73376,1.0524,138350.0,63931.0,9527.5,53572.0
571,5770.0,0.7336,1.0514,138800.0,64604.0,9437.5,53302.0
572,5780.0,0.73345,1.0542,139060.0,64188.0,9597.5,52990.0
573,5790.0,0.7333,1.0529,138790.0,64032.0,9451.0,53380.0
574,5800.0,0.73315,1.0531,139260.0,64490.0,9688.5,53661.0
575,5810.0,0.733,1.0533,139180.0,64784.0,9486.5,53731.0
576,5820.0,0.73285,1.054,138800.0,65289.0,9596.0,54046.0
577,5830.0,0.7327,1.055,138940.0,65004.0,9364.0,53515.0
578,5840.0,0.73255,1.0547,139120.0,65290.0,9574.5,54248.0
579,5850.0,0.7324,1.0556,139210.0,65090.0,9690.5,53966.0
580,5860.0,0.73225,1.0573,138730.0,65219.0,9806.0,54632.0
581,5870.0,0.73211,1.0558,138750.0,65640.0,9712.0,55036.0
582,5880.0,0.73196,1.0561,138720.0,65521.0,9645.5,55101.0
583,5890.0,0.73181,1.0571,138730.0,65946.0,9543.0,55583.0
584,5900.0,0.73167,1.0569,139000.0,65764.0,9736.0,55039.0
585,5910.0,0.73152,1.0586,139190.0,65674.0,9713.0,55110.0
586,5920.0,0.73138,1.0577,138070.0,65858.0,9644.0,55243.0
587,5930.0,0.73123,1.0569,138530.0,66378.0,9630.0,55559.0
588,5940.0,0.73109,1.0593,139220.0,66445.0,9732.5,55728.0
589,5950.0,0.73094,1.0602,138620.0,66122.0,9924.0,55968.0
590,5960.0,0.7308,1.0603,138610.0,66252.0,10048.0,56234.0
591,5970.0,0.73066,1.0605,138610.0,66130.0,9878.0,55961.0
592,5980.0,0.73051,1.0601,139450.0,66802.0,9805.5,56132.0
593,5990.0,0.73037,1.0616,138570.0,66572.0,9753.5,56144.0
594,6000.0,0.73023,1.0635,139140.0,66868.0,9836.0,56514.0
595,6010.0,0.73009,1.062,138810.0,67102.0,10038.0,56960.0
596,6020.0,0.72995,1.0633,138900.0,66739.0,9825.5,57469.0
597,6030.0,0.72981,1.0634,138940.0,67484.0,9885.5,56673.0
598,6040.0,0.72967,1.0615,138430.0,67224.0,9865.0,57258.0
599,6050.0,0.72953,1.0624,138010.0,67722.0,9934.0,57372.0
600,6060.0,0.72939,1.0647,138690.0,67581.0,9780.0,57820.0
601,6070.0,0.72925,1.0671,138390.0,67532.0,9963.5,57558.0
602,6080.0,0.72912,1.0645,138500.0,67640.0,9970.5,58152.0
603,6090.0,0.72898,1.065,139050.0,68156.0,10036.0,58006.0
604,6100.0,0.72884,1.0662,138780.0,68377.0,10031.0,57775.0
605,6110.0,0.7287,1.0651,138680.0,68218.0,9978.0,58208.0
606,6120.0,0.72857,1.0655,138050.0,68384.0,9996.5,58216.0
607,6130.0,0.72843,1.0665,138670.0,68208.0,9929.0,58588.0
608,6140.0,0.7283,1.0681,138350.0,68446.0,10097.0,58282.0
609,6150.0,0.72816,1.0687,138770.0,68942.0,10018.0,58748.0
610,6160.0,0.72803,1.0685,139320.0,68152.0,10252.0,58884.0
611,6170.0,0.72789,1.0685,139420.0,68712.0,9966.0,59205.0
612,6180.0,0.72776,1.0694,138580.0,69368.0,10194.0,59478.0
613,6190.0,0.72763,1.0681,138960.0,68998.0,9978.0,59226.0
614,6200.0,0.72749,1.0694,138620.0,69536.0,10156.0,59588.0
615,6210.0,0.72736,1.0721,138950.0,69138.0,10340.0,60386.0
616,6220.0,0.72723,1.0705,138390.0,69386.0,10166.0,59436.0
617,6230.0,0.7271,1.0706,138640.0,69680.0,10212.0,59706.0
618,6240.0,0.72697,1.0712,138160.0,69657.0,10222.0,59668.0
619,6250.0,0.72684,1.0723,138690.0,69822.0,10216.0,60199.0
620,6260.0,0.72671,1.0712,139270.0,70606.0,10224.0,60703.0
621,6270.0,0.72658,1.074,138690.0,70092.0,10170.0,60342.0
622,6280.0,0.72645,1.0722,138130.0,70370.0,10233.0,60996.0
623,6290.0,0.72632,1.0744,138870.0,70092.0,10368.0,60888.0
624,6300.0,0.72619,1.074,138800.0,70537.0,10263.0,61038.0
625,6310.0,0.72606,1.0733,138890.0,70502.0,10268.0,61020.0
626,6320.0,0.72593,1.0748,138450.0,70530.0,10140.0,61356.0
627,6330.0,0.7258,1.0761,138840.0,70444.0,10334.0,61728.0
628,6340.0,0.72568,1.0766,139730.0,70984.0,10508.0,61582.0
629,6350.0,0.72555,1.0765,138520.0,70743.0,10421.0,61746.0
630,6360.0,0.72542,1.0768,138280.0,70746.0,10439.0,61788.0
631,6370.0,0.7253,1.0771,138710.0,71156.0,10405.0,61996.0
632,6380.0,0.72517,1.0764,138830.0,70839.0,10202.0,61776.0
633,6390.0,0.72505,1.0772,138350.0,71042.0,10372.0,62400.0
634,6400.0,0.72492,1.0784,138520.0,71216.0,10410.0,62503.0
635,6410.0,0.7248,1.0785,138720.0,71047.0,10262.0,62898.0
636,6420.0,0.72467,1.0787,138620.0,72342.0,10464.0,62504.0
637,6430.0,0.72455,1.0807,138810.0,71826.0,10456.0,62419.0
638,6440.0,0.72443,1.0789,138540.0,71779.0,10497.0,62848.0
639,6450.0,0.7243,1.0798,138600.0,72356.0,10480.0,62910.0
640,6460.0,0.72418,1.0812,138970.0,72092.0,10354.0,63125.0
641,6470.0,0.72406,1.0807,138480.0,71824.0,10634.0,63336.0
642,6480.0,0.72394,1.0818,138530.0,71810.0,10532.0,63326.0
643,6490.0,0.72382,1.0834,138780.0,72704.0,10480.0,63410.0
644,6500.0,0.72369,1.0842,138760.0,72419.0,10544.0,64670.0
645,6510.0,0.72357,1.0827,139390.0,72654.0,10560.0,63987.0
646,6520.0,0.72345,1.083,140100.0,72498.0,10510.0,64192.0
647,6530.0,0.72333,1.0819,138980.0,72901.0,10399.0,64065.0
648,6540.0,0.72321,1.0828,138620.0,72470.0,10614.0,64771.0
649,6550.0,0.72309,1.0836,138330.0,72974.0,10544.0,64852.0
650,6560.0,0.72297,1.0855,139570.0,72592.0,10612.0,64504.0
651,6570.0,0.72286,1.0855,139190.0,73388.0,10697.0,64687.0
652,6580.0,0.72274,1.0838,138770.0,72984.0,10573.0,64696.0
653,6590.0,0.72262,1.0855,138520.0,73470.0,10694.0,65583.0
654,6600.0,0.7225,1.0845,138710.0,73186.0,10573.0,65433.0
655,6610.0,0.72238,1.0872,139000.0,73420.0,10666.0,65424.0
656,6620.0,0.72227,1.0873,138130.0,73862.0,10710.0,65869.0
657,6630.0,0.72215,1.0873,138510.0,73960.0,10862.0,65845.0
658,6640.0,0.72203,1.0892,138690.0,73906.0,10803.0,65542.0
659,6650.0,0.72192,1.0874,139090.0,74008.0,10728.0,65750.0
660,6660.0,0.7218,1.0886,138540.0,73830.0,10674.0,66404.0
661,6670.0,0.72169,1.0892,138660.0,74035.0,10849.0,66565.0
662,6680.0,0.72157,1.0893,138680.0,74139.0,10936.0,66632.0
663,6690.0,0.72146,1.0893,138400.0,74624.0,10762.0,66442.0
664,6700.0,0.72134,1.0902,138360.0,74421.0,10796.0,66660.0
665,6710.0,0.72123,1.0911,138800.0,74718.0,10733.0,67072.0
666,6720.0,0.72112,1.0909,138540.0,74486.0,10908.0,67194.0
667,6730.0,0.721,1.0927,138220.0,74620.0,10646.0,67324.0
668,6740.0,0.72089,1.0924,138480.0,74826.0,10800.0,67512.0
669,6750.0,0.72078,1.0909,138690.0,74688.0,11090.0,67270.0
670,6760.0,0.72066,1.0919,138940.0,74650.0,10780.0,67776.0
671,6770.0,0.72055,1.0927,138340.0,74800.0,11014.0,67826.0
672,6780.0,0.72044,1.0927,138370.0,74943.0,10944.0,67597.0
673,6790.0,0.72033,1.0943,138710.0,74926.0,10872.0,67882.0
674,6800.0,0.72022,1.0945,137700.0,75308.0,11016.0,68108.0
675,6810.0,0.72011,1.093,138940.0,75447.0,10906.0,67992.0
